event_id,timestamp,username,hostname,event_type,resource_accessed,bytes_transferred,duration_sec,source_ip,is_off_hours,is_new_resource,failed_attempts_prior_1h,peer_group_deviation_score,is_anomaly,anomaly_type,mitre_technique
UE-0000000190,2025-05-19 12:47:28.792,ram.thapa,WS-KTM-008,REMOTE_LOGIN,kyc_documents,170234,34.95,192.168.1.18,False,False,0,0.1704,False,,
UE-0000000200,2025-01-23 11:02:08.587,sita.basnet,WS-BTW-014,EMAIL_SEND,account_statements,8245468,36.83,192.168.10.24,False,False,0,0.1815,False,,
UE-0000000141,2025-11-05 11:33:38.521,roshan.karki,WS-KTM-001,FILE_ACCESS,hr_payroll,1750406,3.17,192.168.1.11,False,False,0,0.1882,False,,
UE-0000000014,2026-04-13 13:21:48.900,rita.regmi,WS-KTM-007,DB_QUERY,hr_payroll,84514,17.71,192.168.1.17,False,False,0,0.1653,False,,
UE-00000002AD,2025-12-31 12:21:52.202,rajan.regmi,WS-BTW-015,SHARE_ACCESS,intranet_portal,122480,59.67,192.168.10.25,False,False,0,0.1394,False,,
UE-0000000024,2025-07-09 11:13:47.495,suresh.poudel,WS-KTM-004,DB_QUERY,shared_drive_operations,321999,30.92,192.168.1.14,False,False,0,0.1014,False,,
UE-0000000387,2026-06-10 13:29:43.229,anita.magar,WS-KTM-002,EMAIL_SEND,attendance_system,35684,43.36,192.168.1.12,False,False,0,0.0771,False,,
UE-000000033C,2025-03-10 13:12:21.205,nabin.joshi,WS-KTM-006,EMAIL_SEND,hr_payroll,35500,3.87,192.168.1.16,False,False,0,0.1355,False,,
UE-00000004D1,2026-04-13 16:45:53.264,admin_db_sync,SRV-SQL-02,DB_QUERY,pumori_transaction_db,2377935,4.95,10.10.2.11,False,False,0,0.1223,False,,
UE-0000000198,2025-07-31 12:41:26.525,ram.thapa,WS-KTM-008,FILE_ACCESS,intranet_portal,32153,75.84,192.168.1.18,False,True,0,0.0378,False,,
UE-0000000399,2026-04-27 10:56:18.740,rekha.khadka,WS-PKR-011,SHARE_ACCESS,hr_payroll,64891,4.85,192.168.2.21,False,False,0,0.2034,False,,
UE-000000021A,2026-04-17 17:55:01.493,rajan.regmi,WS-BTW-015,FILE_ACCESS,transaction_logs,1901133,5.95,192.168.10.25,False,False,0,0.0201,False,,
UE-00000002F7,2025-07-24 14:57:14.075,sita.basnet,WS-BTW-014,DB_QUERY,email_server,7516,29.76,192.168.10.24,False,False,0,0.1477,False,,
UE-0000000427,2025-06-25 12:06:38.332,suresh.poudel,WS-KTM-004,LARGE_DOWNLOAD,attendance_system,315936,26.02,192.168.1.14,False,False,0,0.071,False,,
UE-00000000F6,2026-06-22 08:53:54.076,anita.magar,WS-KTM-002,USB_INSERT,intranet_portal,11356,83.92,192.168.1.12,False,True,0,0.0209,False,,
UE-0000000311,2025-07-07 10:53:45.709,gita.basnet,WS-PKR-010,PRIVILEGE_USE,account_statements,437192,9.98,192.168.2.20,False,False,0,0.0034,False,,
UE-00000001EA,2025-01-13 16:55:35.144,bindu.joshi,WS-PKR-012,FILE_ACCESS,customer_records,562093,13.95,192.168.2.22,False,False,0,0.0975,False,,
UE-000000009B,2025-10-07 09:51:23.447,rekha.khadka,WS-PKR-011,PRIVILEGE_USE,attendance_system,57983,28.21,192.168.2.21,False,False,0,0.1178,False,,
UE-00000003C2,2026-06-01 08:07:42.958,rekha.rai,WS-KTM-099,EMAIL_SEND,customer_records,15427325,7.27,192.168.1.99,False,False,0,0.0989,False,,
UE-0000000356,2025-10-01 12:41:10.262,sita.basnet,WS-BTW-014,SHARE_ACCESS,loan_applications,104498,120.51,192.168.10.24,False,False,0,0.0329,False,,
UE-0000000272,2025-01-20 12:55:56.664,suresh.poudel,WS-KTM-004,DB_QUERY,hr_payroll,3918283,82.88,192.168.1.14,False,False,0,0.1112,False,,
UE-00000002AE,2026-04-22 17:08:05.832,ram.rai,WS-KTM-003,REMOTE_LOGIN,attendance_system,931573,9.72,192.168.1.13,False,False,0,0.138,False,,
UE-000000023A,2025-11-03 08:49:27.817,rekha.rai,WS-KTM-099,DB_QUERY,loan_applications,107664,84.65,192.168.1.99,False,False,0,0.0893,False,,
UE-0000000521,2025-11-23 21:06:38.392,laxmi.poudel,WS-PKR-009,DB_QUERY,loan_applications,753720,31.42,192.168.2.19,True,False,0,0.185,False,,
UE-0000000012,2025-06-19 15:58:08.637,deepak.rai,WS-BTW-013,EMAIL_SEND,hr_payroll,59664,50.53,192.168.10.23,False,False,0,0.227,False,,
UE-0000000080,2025-03-10 13:06:35.694,rekha.khadka,WS-PKR-011,DB_QUERY,kyc_documents,27972140,3.08,192.168.2.21,False,False,0,0.1449,False,,
UE-00000003A0,2026-03-25 15:53:48.113,anita.magar,WS-KTM-002,LARGE_DOWNLOAD,shared_drive_operations,2974275,46.14,192.168.1.12,False,False,0,0.1297,False,,
UE-00000003D5,2025-02-03 15:43:07.361,ram.rai,WS-KTM-003,LARGE_DOWNLOAD,hr_payroll,6285,13.77,192.168.1.13,False,False,0,0.3581,False,,
UE-0000000547,2026-05-21 16:27:06.697,sunil.karki,WS-KTM-005,DB_QUERY,pumori_customer_table,178501876,18.69,192.168.1.15,True,True,0,0.6133,True,PRIVILEGE_ABUSE,T1005
UE-00000000BF,2025-11-03 15:52:01.377,rekha.rai,WS-KTM-099,DB_QUERY,transaction_logs,161586,29.88,192.168.1.99,False,False,0,0.06,False,,
UE-00000003E1,2025-09-15 11:10:21.318,ram.rai,WS-KTM-003,FILE_ACCESS,intranet_portal,1423168,20.45,192.168.1.13,False,False,0,0.1934,False,,
UE-0000000541,2026-04-12 02:51:06.000,rajesh.pandey,SWIFT-GW-01,DB_QUERY,SWIFT_MT103_outgoing,24831,52.41,10.30.1.10,True,False,1,0.8909,True,SWIFT_ACCESS,T1021
UE-000000025F,2025-05-22 12:23:56.596,bikash.poudel,WS-KTM-005,FILE_ACCESS,kyc_documents,393412,11.42,192.168.1.15,False,False,0,0.0707,False,,
UE-00000000B5,2025-09-12 10:52:20.956,sita.basnet,WS-BTW-014,EMAIL_SEND,branch_reports,2002,48.51,192.168.10.24,False,False,0,0.0524,False,,
UE-000000012E,2025-06-23 13:45:18.296,laxmi.poudel,WS-PKR-009,EMAIL_SEND,shared_drive_finance,32192,25.71,192.168.2.19,False,False,0,0.0636,False,,
UE-00000001F1,2025-10-13 13:08:43.750,sita.basnet,WS-BTW-014,DB_QUERY,email_server,29873,12.3,192.168.10.24,False,False,0,0.1007,False,,
UE-00000004A7,2025-05-19 14:57:39.301,laxmi.poudel,WS-PKR-009,DB_QUERY,customer_records,155003,41.68,192.168.2.19,False,False,0,0.0809,False,,
UE-0000000484,2025-06-30 09:23:53.136,ram.thapa,WS-KTM-008,EMAIL_SEND,customer_records,53931,14.29,192.168.1.18,False,False,0,0.0318,False,,
UE-0000000474,2025-07-28 09:40:46.275,bikash.poudel,WS-KTM-005,LARGE_DOWNLOAD,attendance_system,842982,10.12,192.168.1.15,False,False,0,0.0793,False,,
UE-0000000206,2026-06-29 16:48:07.095,anita.magar,WS-KTM-002,DB_QUERY,account_statements,16962,60.63,192.168.1.12,False,False,0,0.1815,False,,
UE-000000042E,2025-12-17 11:13:34.055,rekha.khadka,WS-PKR-011,PRIVILEGE_USE,intranet_portal,146530,1.71,192.168.2.21,False,False,0,0.2703,False,,
UE-00000001DD,2025-12-24 11:56:13.679,ram.rai,WS-KTM-003,DB_QUERY,branch_reports,90203,1.06,192.168.1.13,False,False,0,0.2033,False,,
UE-000000009E,2025-12-02 12:19:28.617,ram.rai,WS-KTM-003,SHARE_ACCESS,account_statements,191868,84.94,192.168.1.13,False,False,0,0.2978,False,,
UE-0000000011,2026-05-15 11:17:27.497,ram.thapa,WS-KTM-008,FILE_ACCESS,branch_reports,104888,16.85,192.168.1.18,False,False,0,0.2277,False,,
UE-0000000431,2025-09-01 16:05:27.742,rita.regmi,WS-KTM-007,DB_QUERY,account_statements,243911,21.36,192.168.1.17,False,False,0,0.203,False,,
UE-0000000223,2025-06-30 15:07:44.530,deepak.rai,WS-BTW-013,DB_QUERY,attendance_system,2173270,9.01,192.168.10.23,False,True,0,0.131,False,,
UE-0000000293,2026-04-13 17:23:59.036,nabin.joshi,WS-KTM-006,FILE_ACCESS,kyc_documents,4174,28.03,192.168.1.16,False,False,0,0.0645,False,,
UE-0000000520,2026-05-15 20:56:28.433,rita.regmi,WS-KTM-007,EMAIL_SEND,attendance_system,1882050,45.8,192.168.1.17,True,False,0,0.1348,False,,
UE-00000003FC,2026-05-26 16:29:11.329,bindu.joshi,WS-PKR-012,SHARE_ACCESS,shared_drive_finance,93430,5.13,192.168.2.22,False,False,0,0.1201,False,,
UE-0000000485,2025-06-24 13:07:21.935,deepak.rai,WS-BTW-013,SHARE_ACCESS,shared_drive_finance,6816958,15.68,192.168.10.23,False,False,0,0.1066,False,,
UE-00000003C0,2025-04-01 10:45:01.585,laxmi.poudel,WS-PKR-009,EMAIL_SEND,attendance_system,40753,48.18,192.168.2.19,False,False,0,0.0671,False,,
UE-0000000510,2025-01-26 07:29:40.646,deepak.rai,WS-BTW-013,DB_QUERY,account_statements,8691,9.4,192.168.10.23,True,False,0,0.178,False,,
UE-000000011C,2026-03-25 15:20:04.307,suresh.poudel,WS-KTM-004,FILE_ACCESS,attendance_system,73183,27.97,192.168.1.14,False,False,0,0.076,False,,
UE-000000031E,2025-03-10 17:48:24.090,rekha.khadka,WS-PKR-011,FILE_ACCESS,intranet_portal,142024,18.65,192.168.2.21,False,False,0,0.1371,False,,
UE-00000000E2,2025-01-24 12:29:43.736,roshan.karki,WS-KTM-001,EMAIL_SEND,shared_drive_finance,285610,79.53,192.168.1.11,False,False,0,0.0898,False,,
UE-000000001B,2025-01-13 14:52:31.108,rekha.khadka,WS-PKR-011,DB_QUERY,branch_reports,7322,32.08,192.168.2.21,False,False,0,0.1988,False,,
UE-00000001B6,2025-10-31 12:29:03.102,rajan.regmi,WS-BTW-015,REMOTE_LOGIN,customer_records,53284,13.27,192.168.10.25,False,False,0,0.0522,False,,
UE-000000053B,2026-04-12 02:33:36.000,rajesh.pandey,SWIFT-GW-01,REMOTE_LOGIN,SWIFT_MT940_statements,33119,117.4,10.30.1.10,True,True,1,0.87,True,SWIFT_ACCESS,T1021
UE-00000000E6,2026-03-26 11:34:13.772,deepak.rai,WS-BTW-013,REMOTE_LOGIN,customer_records,392758,20.82,192.168.10.23,False,False,0,0.1193,False,,
UE-0000000026,2025-10-08 08:03:35.299,bikash.poudel,WS-KTM-005,SHARE_ACCESS,account_statements,427173,93.33,192.168.1.15,False,False,0,0.1036,False,,
UE-00000002EE,2026-03-03 15:44:08.211,gita.basnet,WS-PKR-010,FILE_ACCESS,kyc_documents,136464,26.86,192.168.2.20,False,False,0,0.0189,False,,
UE-0000000416,2026-04-14 14:58:42.187,sita.basnet,WS-BTW-014,SHARE_ACCESS,transaction_logs,407578,3.08,192.168.10.24,False,False,0,0.0975,False,,
UE-00000001D6,2026-01-26 14:26:50.999,anita.magar,WS-KTM-002,SHARE_ACCESS,shared_drive_finance,93160,3.19,192.168.1.12,False,False,0,0.0974,False,,
UE-000000049B,2025-09-01 12:13:37.393,bindu.joshi,WS-PKR-012,FILE_ACCESS,transaction_logs,56506,68.36,192.168.2.22,False,False,0,0.2837,False,,
UE-000000054A,2025-10-22 17:18:46.003,sunil.karki,WS-KTM-005,DB_QUERY,pumori_customer_table,54681718,32.68,192.168.1.15,False,True,3,0.7848,True,PRIVILEGE_ABUSE,T1005
UE-00000002B0,2026-02-06 10:44:58.681,bindu.joshi,WS-PKR-012,DB_QUERY,branch_reports,1902024,39.23,192.168.2.22,False,False,0,0.4122,False,,
UE-00000004F2,2025-05-30 07:20:36.032,rekha.rai,WS-KTM-099,EMAIL_SEND,hr_payroll,165640,19.55,192.168.1.99,True,False,0,0.3758,False,,
UE-0000000280,2026-02-23 08:59:17.973,anita.magar,WS-KTM-002,DB_QUERY,attendance_system,381431,27.6,192.168.1.12,False,False,0,0.1779,False,,
UE-00000004AA,2025-12-01 12:13:37.644,ram.thapa,WS-KTM-008,REMOTE_LOGIN,hr_payroll,31951,1.01,192.168.1.18,False,False,0,0.0986,False,,
UE-0000000480,2025-04-07 10:36:03.086,ram.thapa,WS-KTM-008,SHARE_ACCESS,shared_drive_finance,1119409,26.2,192.168.1.18,False,False,0,0.1208,False,,
UE-00000004E3,2025-05-15 19:18:23.638,rajan.regmi,WS-BTW-015,DB_QUERY,customer_records,1195552,8.69,192.168.10.25,True,False,0,0.3022,False,,
UE-0000000321,2025-08-18 08:50:00.157,rajan.regmi,WS-BTW-015,DB_QUERY,intranet_portal,107265,92.92,192.168.10.25,False,False,0,0.3994,False,,
UE-00000000A1,2026-03-25 08:08:04.241,bikash.poudel,WS-KTM-005,PRINT,branch_reports,35045,1.54,192.168.1.15,False,False,0,0.1348,False,,
UE-00000003BD,2026-01-22 15:53:46.853,rekha.khadka,WS-PKR-011,EMAIL_SEND,account_statements,141595,46.49,192.168.2.21,False,False,0,0.122,False,,
UE-0000000336,2025-12-30 14:27:13.526,nabin.joshi,WS-KTM-006,FILE_ACCESS,transaction_logs,19596,80.17,192.168.1.16,False,False,0,0.2978,False,,
UE-0000000493,2025-09-11 14:12:30.723,laxmi.poudel,WS-PKR-009,PRINT,transaction_logs,192731,2.0,192.168.2.19,False,False,0,0.2564,False,,
UE-000000036E,2026-04-10 15:07:14.730,sita.basnet,WS-BTW-014,FILE_ACCESS,kyc_documents,1099689,72.5,192.168.10.24,False,False,0,0.17,False,,
UE-0000000392,2025-03-31 12:49:29.151,rita.regmi,WS-KTM-007,DB_QUERY,customer_records,159581,13.96,192.168.1.17,False,False,0,0.1874,False,,
UE-0000000099,2025-02-14 11:56:02.323,rita.regmi,WS-KTM-007,USB_INSERT,shared_drive_finance,246563,26.18,192.168.1.17,False,False,0,0.0448,False,,
UE-00000004ED,2025-06-12 21:25:54.074,deepak.rai,WS-BTW-013,FILE_ACCESS,hr_payroll,3350,42.36,192.168.10.23,True,False,0,0.0236,False,,
UE-00000001FE,2025-07-11 10:23:38.734,bikash.poudel,WS-KTM-005,REMOTE_LOGIN,intranet_portal,9910,80.41,192.168.1.15,False,False,0,0.157,False,,
UE-0000000470,2026-05-18 13:33:58.360,bikash.poudel,WS-KTM-005,EMAIL_SEND,shared_drive_finance,16536,1.02,192.168.1.15,False,False,0,0.1462,False,,
UE-0000000486,2025-10-27 12:30:18.271,suresh.poudel,WS-KTM-004,FILE_ACCESS,attendance_system,1164386,4.32,192.168.1.14,False,False,0,0.1817,False,,
UE-0000000068,2025-08-18 09:22:54.569,rekha.rai,WS-KTM-099,DB_QUERY,kyc_documents,6278,4.66,192.168.1.99,False,False,0,0.1279,False,,
UE-000000024B,2026-03-26 11:01:44.386,bindu.joshi,WS-PKR-012,DB_QUERY,account_statements,419552,15.09,192.168.2.22,False,False,0,0.1256,False,,
UE-00000004C5,2026-01-07 16:30:08.943,srv_pumori_app,SRV-APP-01,DB_QUERY,pumori_customer_table,247846,10.58,10.10.3.10,False,False,0,0.0401,False,,
UE-0000000478,2026-01-22 11:24:06.801,suresh.poudel,WS-KTM-004,SOFTWARE_INSTALL,account_statements,61789,64.41,192.168.1.14,False,False,0,0.1433,False,,
UE-0000000036,2026-04-13 09:20:16.331,anita.magar,WS-KTM-002,FILE_ACCESS,hr_payroll,20977,18.07,192.168.1.12,False,False,0,0.4493,False,,
UE-0000000098,2026-05-06 10:51:08.064,rajan.regmi,WS-BTW-015,SHARE_ACCESS,email_server,862719,9.62,192.168.10.25,False,True,0,0.1741,False,,
UE-0000000194,2026-01-05 11:17:23.843,anita.magar,WS-KTM-002,DB_QUERY,hr_payroll,6622,3.04,192.168.1.12,False,False,0,0.0797,False,,
UE-00000000D0,2025-11-03 17:38:06.950,roshan.karki,WS-KTM-001,LARGE_DOWNLOAD,kyc_documents,422557,3.29,192.168.1.11,False,False,0,0.2218,False,,
UE-0000000518,2025-05-01 19:22:30.628,anita.magar,WS-KTM-002,EMAIL_SEND,shared_drive_finance,1115362,24.95,192.168.1.12,True,False,0,0.2042,False,,
UE-0000000463,2026-01-21 14:43:53.172,bikash.poudel,WS-KTM-005,SOFTWARE_INSTALL,transaction_logs,205490,30.29,192.168.1.15,False,False,0,0.0244,False,,
UE-0000000009,2025-06-30 16:29:03.570,ram.thapa,WS-KTM-008,FILE_ACCESS,transaction_logs,712783,3.78,192.168.1.18,False,False,0,0.1693,False,,
UE-00000003F7,2025-06-25 16:51:39.902,bindu.joshi,WS-PKR-012,DB_QUERY,attendance_system,201614,10.14,192.168.2.22,False,False,0,0.0952,False,,
UE-0000000425,2025-11-20 08:24:13.469,deepak.rai,WS-BTW-013,FILE_ACCESS,intranet_portal,24285,22.92,192.168.10.23,False,False,0,0.1361,False,,
UE-00000001C5,2025-11-10 16:35:13.670,ram.rai,WS-KTM-003,SHARE_ACCESS,branch_reports,186967,3.4,192.168.1.13,False,False,0,0.1066,False,,
UE-00000000FE,2025-03-26 15:54:27.660,nabin.joshi,WS-KTM-006,PRINT,shared_drive_operations,540287,32.51,192.168.1.16,False,False,0,0.0853,False,,
UE-0000000381,2025-08-05 08:51:41.289,bikash.poudel,WS-KTM-005,DB_QUERY,customer_records,70342,25.89,192.168.1.15,False,False,0,0.2659,False,,
UE-00000004B6,2025-12-29 12:14:58.900,srv_pumori_app,SRV-APP-01,DB_QUERY,pumori_transaction_db,2700946,0.8,10.10.3.10,False,False,0,0.0431,False,,
UE-0000000371,2025-09-12 13:37:43.662,rajan.regmi,WS-BTW-015,DB_QUERY,customer_records,203536,52.89,192.168.10.25,False,False,0,0.1627,False,,
UE-0000000514,2025-10-17 19:57:11.095,bikash.poudel,WS-KTM-005,FILE_ACCESS,email_server,146813,2.33,192.168.1.15,True,False,0,0.3868,False,,
UE-0000000270,2025-10-20 11:50:44.632,anita.magar,WS-KTM-002,DB_QUERY,email_server,120820,25.39,192.168.1.12,False,False,0,0.2357,False,,
UE-000000015A,2025-05-14 11:18:16.871,sita.basnet,WS-BTW-014,DB_QUERY,hr_payroll,38626,17.29,192.168.10.24,False,False,0,0.1317,False,,
UE-00000004A2,2026-02-04 14:38:17.211,deepak.rai,WS-BTW-013,FILE_ACCESS,account_statements,3090,40.58,192.168.10.23,False,False,0,0.0449,False,,
UE-0000000107,2025-03-17 09:17:09.389,ram.thapa,WS-KTM-008,SHARE_ACCESS,intranet_portal,42695,35.96,192.168.1.18,False,False,0,0.2219,False,,
UE-0000000097,2025-05-19 08:22:34.346,rekha.khadka,WS-PKR-011,REMOTE_LOGIN,account_statements,563174,24.42,192.168.2.21,False,False,0,0.1588,False,,
UE-00000001D9,2026-06-11 09:24:02.438,nabin.joshi,WS-KTM-006,DB_QUERY,kyc_documents,486275,74.53,192.168.1.16,False,False,0,0.1234,False,,
UE-0000000281,2025-07-29 09:11:59.977,rita.regmi,WS-KTM-007,LARGE_DOWNLOAD,shared_drive_operations,2594914,30.95,192.168.1.17,False,False,0,0.1393,False,,
UE-0000000555,2025-12-29 08:03:16.141,deepak.bhattarai,WS-KTM-003,LARGE_DOWNLOAD,customer_records,144752782,409.24,192.168.1.13,False,True,0,0.7006,True,NEW_RESOURCE,T1078
UE-0000000511,2025-08-16 19:12:34.860,ram.thapa,WS-KTM-008,FILE_ACCESS,attendance_system,6029521,1.86,192.168.1.18,True,False,0,0.2017,False,,
UE-0000000227,2025-04-14 12:51:15.568,ram.thapa,WS-KTM-008,DB_QUERY,hr_payroll,102837,10.08,192.168.1.18,False,False,0,0.2856,False,,
UE-00000003A1,2025-02-12 16:06:10.645,suresh.poudel,WS-KTM-004,FILE_ACCESS,loan_applications,2563641,14.47,192.168.1.14,False,False,0,0.2215,False,,
UE-00000001E9,2025-05-20 14:50:51.869,ram.thapa,WS-KTM-008,EMAIL_SEND,intranet_portal,48368,15.12,192.168.1.18,False,False,0,0.284,False,,
UE-00000004DC,2026-02-12 16:12:20.769,pumori_batch,SRV-SQL-01,DB_QUERY,pumori_transaction_db,80214,0.58,10.10.2.10,False,False,0,0.0537,False,,
UE-0000000494,2025-07-14 17:40:40.152,nabin.joshi,WS-KTM-006,FILE_ACCESS,account_statements,14495,77.43,192.168.1.16,False,False,0,0.1196,False,,
UE-0000000093,2025-05-28 12:27:00.629,ram.thapa,WS-KTM-008,DB_QUERY,shared_drive_operations,235548,8.26,192.168.1.18,False,False,0,0.0928,False,,
UE-0000000193,2025-06-27 11:56:53.205,roshan.karki,WS-KTM-001,REMOTE_LOGIN,loan_applications,180191,1.72,192.168.1.11,False,True,0,0.1539,False,,
UE-00000003BB,2025-02-19 12:56:18.220,sita.basnet,WS-BTW-014,FILE_ACCESS,attendance_system,9813,15.52,192.168.10.24,False,False,0,0.3811,False,,
UE-000000050C,2025-06-27 20:57:20.529,deepak.rai,WS-BTW-013,FILE_ACCESS,hr_payroll,34040,14.11,192.168.10.23,True,False,0,0.294,False,,
UE-0000000294,2025-03-11 14:53:35.066,deepak.rai,WS-BTW-013,DB_QUERY,account_statements,13655,26.34,192.168.10.23,False,False,0,0.269,False,,
UE-00000001D0,2025-05-16 10:32:34.710,bindu.joshi,WS-PKR-012,EMAIL_SEND,attendance_system,426982,41.75,192.168.2.22,False,False,0,0.0656,False,,
UE-00000000BB,2025-05-12 09:25:23.813,suresh.poudel,WS-KTM-004,LARGE_DOWNLOAD,shared_drive_finance,42075,7.71,192.168.1.14,False,False,0,0.3423,False,,
UE-000000047C,2025-05-27 14:36:47.273,bikash.poudel,WS-KTM-005,FILE_ACCESS,attendance_system,118530,8.84,192.168.1.15,False,False,0,0.0682,False,,
UE-0000000261,2026-05-15 17:52:58.097,nabin.joshi,WS-KTM-006,EMAIL_SEND,kyc_documents,27941,33.53,192.168.1.16,False,True,0,0.092,False,,
UE-0000000090,2025-09-22 11:53:09.561,roshan.karki,WS-KTM-001,USB_INSERT,shared_drive_operations,4097,22.95,192.168.1.11,False,False,0,0.0422,False,,
UE-00000002F0,2025-11-05 13:26:00.571,ram.rai,WS-KTM-003,FILE_ACCESS,transaction_logs,809568,30.89,192.168.1.13,False,False,0,0.151,False,,
UE-00000003D6,2026-02-02 10:53:49.831,bindu.joshi,WS-PKR-012,SHARE_ACCESS,customer_records,375093,41.93,192.168.2.22,False,False,0,0.3034,False,,
UE-00000000C6,2026-05-11 11:15:17.571,laxmi.poudel,WS-PKR-009,DB_QUERY,kyc_documents,61835,8.42,192.168.2.19,False,False,0,0.2337,False,,
UE-0000000374,2025-01-06 12:32:39.390,anita.magar,WS-KTM-002,DB_QUERY,hr_payroll,33464,30.57,192.168.1.12,False,False,0,0.1308,False,,
UE-0000000118,2025-12-08 14:06:00.100,deepak.rai,WS-BTW-013,DB_QUERY,shared_drive_finance,14064,9.5,192.168.10.23,False,False,0,0.1628,False,,
UE-0000000126,2025-01-10 15:08:12.834,bindu.joshi,WS-PKR-012,DB_QUERY,shared_drive_finance,56083,20.79,192.168.2.22,False,False,0,0.091,False,,
UE-00000004E4,2025-09-02 07:39:38.076,deepak.rai,WS-BTW-013,FILE_ACCESS,shared_drive_operations,121332,12.05,192.168.10.23,True,False,0,0.3186,False,,
UE-0000000191,2025-07-14 15:13:58.843,ram.rai,WS-KTM-003,DB_QUERY,email_server,684450,112.91,192.168.1.13,False,False,0,0.1882,False,,
UE-000000007B,2025-03-20 09:39:38.519,gita.basnet,WS-PKR-010,DB_QUERY,shared_drive_operations,1451899,16.27,192.168.2.20,False,False,0,0.149,False,,
UE-00000000CB,2025-08-27 08:06:26.338,ram.thapa,WS-KTM-008,SHARE_ACCESS,transaction_logs,599976,74.04,192.168.1.18,False,False,0,0.0226,False,,
UE-0000000344,2026-04-16 08:02:11.570,rajan.regmi,WS-BTW-015,SHARE_ACCESS,kyc_documents,6704,8.14,192.168.10.25,False,False,0,0.2216,False,,
UE-00000000F7,2026-02-27 10:53:40.236,roshan.karki,WS-KTM-001,FILE_ACCESS,account_statements,354037,76.54,192.168.1.11,False,True,0,0.4272,False,,
UE-000000051D,2026-04-24 20:27:32.969,gita.basnet,WS-PKR-010,DB_QUERY,loan_applications,2149877,12.73,192.168.2.20,True,False,0,0.307,False,,
UE-0000000517,2025-06-14 07:19:00.925,rajan.regmi,WS-BTW-015,FILE_ACCESS,intranet_portal,9850,1.7,192.168.10.25,True,False,0,0.4514,False,,
UE-0000000482,2026-02-20 08:39:12.932,suresh.poudel,WS-KTM-004,REMOTE_LOGIN,customer_records,1419762,47.86,192.168.1.14,False,False,0,0.154,False,,
UE-0000000181,2025-11-12 14:30:31.916,suresh.poudel,WS-KTM-004,SHARE_ACCESS,transaction_logs,58810,21.6,192.168.1.14,False,False,0,0.0983,False,,
UE-0000000357,2025-06-03 11:01:15.816,suresh.poudel,WS-KTM-004,REMOTE_LOGIN,email_server,52428,3.18,192.168.1.14,False,False,0,0.2243,False,,
UE-00000000DC,2025-04-04 16:28:51.056,rekha.rai,WS-KTM-099,DB_QUERY,shared_drive_finance,13971,44.1,192.168.1.99,False,False,0,0.0824,False,,
UE-0000000282,2026-04-14 11:27:25.794,rekha.khadka,WS-PKR-011,FILE_ACCESS,attendance_system,15323059,8.47,192.168.2.21,False,False,0,0.3336,False,,
UE-0000000002,2026-02-23 13:25:44.302,gita.basnet,WS-PKR-010,EMAIL_SEND,loan_applications,101897,61.34,192.168.2.20,False,False,0,0.2751,False,,
UE-0000000071,2026-06-30 11:32:35.853,deepak.rai,WS-BTW-013,SHARE_ACCESS,branch_reports,1954,30.36,192.168.10.23,False,False,0,0.028,False,,
UE-00000002BB,2025-04-02 17:00:39.522,bindu.joshi,WS-PKR-012,DB_QUERY,account_statements,2091,15.09,192.168.2.22,False,False,0,0.1934,False,,
UE-0000000524,2026-02-12 06:07:11.828,bindu.joshi,WS-PKR-012,DB_QUERY,hr_payroll,5156,1.23,192.168.2.22,True,False,0,0.4285,False,,
UE-00000003B8,2025-08-06 15:30:02.764,suresh.poudel,WS-KTM-004,FILE_ACCESS,shared_drive_finance,35111,82.56,192.168.1.14,False,False,0,0.1172,False,,
UE-00000004BE,2026-05-05 09:07:36.437,admin_db_sync,SRV-SQL-02,DB_QUERY,pumori_transaction_db,1965805,1.51,10.10.2.11,False,False,0,0.0196,False,,
UE-00000004E6,2026-05-26 06:29:20.173,ram.rai,WS-KTM-003,DB_QUERY,account_statements,287652,8.83,192.168.1.13,True,False,0,0.3906,False,,
UE-00000001BA,2026-05-05 14:41:56.816,deepak.rai,WS-BTW-013,FILE_ACCESS,account_statements,658458,6.93,192.168.10.23,False,False,0,0.3405,False,,
UE-0000000471,2025-02-17 11:02:12.145,suresh.poudel,WS-KTM-004,DB_QUERY,loan_applications,38710,8.02,192.168.1.14,False,False,0,0.0891,False,,
UE-0000000298,2026-05-20 10:56:39.238,rekha.rai,WS-KTM-099,SHARE_ACCESS,loan_applications,152579,1.73,192.168.1.99,False,True,0,0.2078,False,,
UE-00000004EC,2025-09-08 21:00:09.873,anita.magar,WS-KTM-002,FILE_ACCESS,kyc_documents,458831,2.27,192.168.1.12,True,False,0,0.4347,False,,
UE-000000013E,2025-06-05 14:39:43.453,rita.regmi,WS-KTM-007,REMOTE_LOGIN,transaction_logs,874353,4.18,192.168.1.17,False,False,0,0.2257,False,,
UE-0000000289,2026-04-13 09:16:20.708,rita.regmi,WS-KTM-007,EMAIL_SEND,attendance_system,1150412,3.4,192.168.1.17,False,False,0,0.0114,False,,
UE-00000002C6,2025-11-17 17:03:57.351,ram.rai,WS-KTM-003,EMAIL_SEND,customer_records,248745,11.23,192.168.1.13,False,False,0,0.0741,False,,
UE-00000003CD,2025-02-12 08:52:29.984,rajan.regmi,WS-BTW-015,REMOTE_LOGIN,kyc_documents,334632,9.54,192.168.10.25,False,False,0,0.185,False,,
