event_id,event_log_id,timestamp,hostname,domain,event_name,event_description,subject_username,subject_domain,target_username,target_domain,logon_type,logon_type_name,process_name,process_id,parent_process,source_ip,workstation_name,failure_reason,is_anomaly,anomaly_type,mitre_technique
4625,EVT-TC0OBT5AT9,2026-04-27 19:51:41.320,SRV-APP-02,GIBLBANK,Failed logon,Brute force attempt from 91.195.240.117.,user_022,GIBLBANK,user_022,GIBLBANK,3,Network,,14040,,91.195.240.117,SRV-APP-02,Wrong password,True,,
4624,EVT-1O6WW8EIRH,2026-04-28 08:28:52.899,ATM-PKR-001,GIBLBANK,Successful logon,Service account logon.,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,5,Service,,31930,,,ATM-PKR-001,,False,,
4624,EVT-GKNQDW7RBP,2026-04-28 08:57:28.401,WS-BTW-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_031,GIBLBANK,user_031,GIBLBANK,10,RemoteInteractive,,9000,,192.168.1.26,WS-BTW-001,,False,,
4625,EVT-O31YHXSO7V,2026-04-28 09:00:12.693,WS-KTM-001,GIBLBANK,Failed logon,An account failed to log on. Reason: Wrong password,user_012,GIBLBANK,user_012,GIBLBANK,3,Network,,2865,,192.168.1.46,WS-KTM-001,Wrong password,False,,
4688,EVT-UQNYBFA7YP,2026-04-28 09:46:35.781,WS-KTM-003,GIBLBANK,Process created,A new process has been created: chrome.exe,user_002,GIBLBANK,user_002,GIBLBANK,,,chrome.exe,51057,svchost.exe,,WS-KTM-003,,False,,
4624,EVT-RGBQIZ1BNZ,2026-04-28 10:17:49.781,WS-PKR-006,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,13753,,,WS-PKR-006,,False,,
4625,EVT-YQ9R14Y8M7,2026-04-28 10:21:25.128,ATM-PKR-001,GIBLBANK,Failed logon,An account failed to log on. Reason: Unknown user,swift_op1,GIBLBANK,swift_op1,GIBLBANK,3,Network,,42505,,192.168.1.42,ATM-PKR-001,Unknown user,False,,
4688,EVT-Y44Z4AQ3B9,2026-04-28 12:33:22.554,WS-KTM-010,GIBLBANK,Process created,A new process has been created: svchost.exe,swift_op2,GIBLBANK,swift_op2,GIBLBANK,,,svchost.exe,41454,explorer.exe,,WS-KTM-010,,False,,
4720,EVT-8KCQUVKCMF,2026-04-28 13:30:13.357,SRV-FILE-01,GIBLBANK,User account created,A new user account was created: user_939,admin_01,GIBLBANK,user_939,GIBLBANK,,,,46986,,,SRV-FILE-01,,False,,
4625,EVT-KEESSGR09R,2026-04-28 13:42:57.997,SRV-APP-01,GIBLBANK,Failed logon,An account failed to log on. Reason: Unknown user,user_024,GIBLBANK,user_024,GIBLBANK,3,Network,,50822,,10.30.1.2,SRV-APP-01,Unknown user,False,,
4624,EVT-M60XPQD4D7,2026-04-28 14:58:14.105,ATM-PKR-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_037,GIBLBANK,user_037,GIBLBANK,2,Interactive,,43054,,,ATM-PKR-001,,False,,
4688,EVT-9C238LM8MQ,2026-04-28 15:28:03.937,WS-KTM-011,GIBLBANK,Process created,A new process has been created: outlook.exe,user_008,GIBLBANK,user_008,GIBLBANK,,,outlook.exe,49639,svchost.exe,,WS-KTM-011,,False,,
4688,EVT-2ZGM02CGSB,2026-04-28 17:07:19.855,WS-KTM-019,GIBLBANK,Process created,A new process has been created: explorer.exe,user_015,GIBLBANK,user_015,GIBLBANK,,,explorer.exe,27526,explorer.exe,,WS-KTM-019,,False,,
4625,EVT-ASW1DIYFYF,2026-04-28 17:56:47.124,WS-KTM-011,GIBLBANK,Failed logon,An account failed to log on. Reason: Unknown user,user_033,GIBLBANK,user_033,GIBLBANK,3,Network,,16529,,192.168.1.25,WS-KTM-011,Unknown user,False,,
4624,EVT-EEQNSN2S8N,2026-04-29 09:16:37.846,SRV-SQL-01,GIBLBANK,Successful logon,Network logon from workstation WS-PKR-002 to server — lateral movement.,swift_op2,GIBLBANK,swift_op2,GIBLBANK,3,Network,net.exe,25343,,10.10.1.7,SRV-SQL-01,,False,,
4698,EVT-VZCXSRKNV6,2026-04-29 10:41:32.630,ATM-PKR-002,GIBLBANK,Scheduled task created,A scheduled task was created.,SRV-DC-02$,GIBLBANK,SRV-DC-02$,GIBLBANK,,,taskschd.msc,25595,,,ATM-PKR-002,,False,,
4624,EVT-LX6VYM6QGO,2026-04-29 11:50:26.602,WS-PKR-004,GIBLBANK,Successful logon,Service account logon.,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,5,Service,,39186,,,WS-PKR-004,,False,,
4688,EVT-MKP807SZGG,2026-04-29 12:03:09.389,WS-KTM-019,GIBLBANK,Process created,A new process has been created: outlook.exe,swift_op1,GIBLBANK,swift_op1,GIBLBANK,,,outlook.exe,27648,svchost.exe,,WS-KTM-019,,False,,
4625,EVT-OVQ7DV8F39,2026-04-29 12:48:35.969,WS-KTM-004,GIBLBANK,Failed logon,An account failed to log on. Reason: Account locked,user_001,GIBLBANK,user_001,GIBLBANK,3,Network,,4785,,192.168.1.10,WS-KTM-004,Account locked,False,,
5140,EVT-OB95N9GZW4,2026-04-29 13:13:54.345,SRV-FILE-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Shared,user_005,GIBLBANK,user_005,GIBLBANK,3,Network,System,31519,,,SRV-FILE-01,,False,,
4624,EVT-2PO6TOT087,2026-04-29 16:28:45.195,WS-KTM-017,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,2,Interactive,,3069,,,WS-KTM-017,,False,,
4688,EVT-CPKJCSLQC3,2026-04-29 17:20:50.479,SRV-PROXY-01,GIBLBANK,Process created,A new process has been created: explorer.exe,user_021,GIBLBANK,user_021,GIBLBANK,,,explorer.exe,5428,svchost.exe,,SRV-PROXY-01,,False,,
4624,EVT-E3V3CZBSQ5,2026-04-30 08:29:34.553,SRV-SQL-02,GIBLBANK,Successful logon,Network logon from workstation WS-PKR-001 to server — lateral movement.,user_034,GIBLBANK,user_034,GIBLBANK,3,Network,net.exe,22292,,10.10.1.15,SRV-SQL-02,,False,,
4624,EVT-SBREBNDYCP,2026-04-30 09:35:02.280,WS-BTW-004,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_013,GIBLBANK,user_013,GIBLBANK,2,Interactive,,24707,,,WS-BTW-004,,False,,
5140,EVT-YI005IM2CT,2026-04-30 10:23:57.241,SRV-FILE-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Shared,user_037,GIBLBANK,user_037,GIBLBANK,3,Network,System,45809,,,SRV-FILE-01,,False,,
4688,EVT-ILMYK50PY7,2026-04-30 10:43:30.368,WS-KTM-005,GIBLBANK,Process created,A new process has been created: outlook.exe,user_004,GIBLBANK,user_004,GIBLBANK,,,outlook.exe,31788,svchost.exe,,WS-KTM-005,,False,,
4624,EVT-V662K61GPZ,2026-04-30 11:22:39.825,ATM-KTM-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,admin_01,GIBLBANK,admin_01,GIBLBANK,10,RemoteInteractive,,32113,,10.10.1.4,ATM-KTM-001,,False,,
4720,EVT-8KY7LOAQ63,2026-04-30 11:46:44.336,SRV-PROXY-01,GIBLBANK,User account created,A new user account was created: user_931,SRV-DC-01$,GIBLBANK,user_931,GIBLBANK,,,,11662,,,SRV-PROXY-01,,False,,
4624,EVT-63MYSRTTYM,2026-04-30 12:09:29.864,SRV-SQL-01,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_028,GIBLBANK,user_028,GIBLBANK,10,RemoteInteractive,,22827,,192.168.1.34,SRV-SQL-01,,False,,
4720,EVT-GMSZVMM3HR,2026-04-30 15:43:34.529,SRV-FILE-01,GIBLBANK,User account created,A new user account was created: user_998,admin_01,GIBLBANK,user_998,GIBLBANK,,,,39792,,,SRV-FILE-01,,False,,
4624,EVT-92MTR6SNGL,2026-04-30 16:15:59.616,SRV-PROXY-01,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_035,GIBLBANK,user_035,GIBLBANK,2,Interactive,,14753,,,SRV-PROXY-01,,False,,
4688,EVT-Z4D4YJI359,2026-04-30 17:03:45.573,WS-PKR-001,GIBLBANK,Process created,A new process has been created: outlook.exe,user_021,GIBLBANK,user_021,GIBLBANK,,,outlook.exe,35818,services.exe,,WS-PKR-001,,False,,
4688,EVT-1DQE8UPIUA,2026-04-30 19:01:11.373,WS-KTM-018,GIBLBANK,Process created,A new process has been created: outlook.exe,user_008,GIBLBANK,user_008,GIBLBANK,,,outlook.exe,59423,services.exe,,WS-KTM-018,,False,,
4672,EVT-63005S1QQU,2026-04-30 23:00:26.095,SRV-DC-01,GIBLBANK,Special privileges assigned,Special privileges assigned to new logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,3,Network,,2074,,,SRV-DC-01,,False,,
4624,EVT-4VAS98BP7C,2026-05-01 09:39:01.358,SWIFT-GW-03,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_011,GIBLBANK,user_011,GIBLBANK,3,Network,,63403,,10.10.1.11,SWIFT-GW-03,,False,,
4625,EVT-KY6VREHU2F,2026-05-01 12:28:27.844,SRV-DC-01,GIBLBANK,Failed logon,An account failed to log on. Reason: Account locked,user_034,GIBLBANK,user_034,GIBLBANK,3,Network,,50322,,192.168.1.28,SRV-DC-01,Account locked,False,,
4625,EVT-LW1XYLNKLO,2026-05-01 13:57:12.143,SRV-APP-01,GIBLBANK,Failed logon,Brute force attempt from 45.33.32.156.,dba_user1,GIBLBANK,dba_user1,GIBLBANK,3,Network,,26058,,45.33.32.156,SRV-APP-01,Wrong password,True,,
4624,EVT-D3Y82FJXLF,2026-05-01 16:24:13.034,WS-PKR-009,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,25147,,,WS-PKR-009,,False,,
4624,EVT-VI06B8MSG4,2026-05-01 17:25:56.819,WS-BTW-001,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,26352,,,WS-BTW-001,,False,,
4625,EVT-FSYV2HM1H9,2026-05-01 22:55:53.452,SRV-APP-02,GIBLBANK,Failed logon,Brute force attempt from 45.33.32.156.,user_018,GIBLBANK,user_018,GIBLBANK,3,Network,,42985,,45.33.32.156,SRV-APP-02,Wrong password,True,,
4625,EVT-BZ9M7SAE5I,2026-05-02 04:34:03.280,SWIFT-GW-03,GIBLBANK,Failed logon,Brute force attempt from 45.33.32.156.,user_024,GIBLBANK,user_024,GIBLBANK,3,Network,,17120,,45.33.32.156,SWIFT-GW-03,Wrong password,True,,
5140,EVT-GQ4PPAJX4B,2026-05-02 09:27:04.000,SRV-SQL-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-SQL-01\Backup,user_009,GIBLBANK,user_009,GIBLBANK,3,Network,System,47859,,,SRV-SQL-01,,False,,
4624,EVT-X50R3ININR,2026-05-02 10:36:29.496,WS-PKR-007,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_035,GIBLBANK,user_035,GIBLBANK,3,Network,,26812,,192.168.1.24,WS-PKR-007,,False,,
4624,EVT-B853GQD7WK,2026-05-02 10:40:22.278,ATM-KTM-004,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_039,GIBLBANK,user_039,GIBLBANK,2,Interactive,,31477,,,ATM-KTM-004,,False,,
4688,EVT-CGNM3GAJSK,2026-05-02 11:25:37.603,SWIFT-GW-02,GIBLBANK,Process created,A new process has been created: chrome.exe,user_018,GIBLBANK,user_018,GIBLBANK,,,chrome.exe,42395,svchost.exe,,SWIFT-GW-02,,False,,
4672,EVT-NDU1DL5185,2026-05-02 11:52:04.196,SRV-DC-02,GIBLBANK,Special privileges assigned,Unexpected special privileges assigned to non-admin account.,user_004,GIBLBANK,user_004,GIBLBANK,3,Network,,1018,,,SRV-DC-02,,True,PRIV_ESCALATION,T1068
4624,EVT-X6SFJQD9C7,2026-05-02 12:00:09.256,SRV-DC-02,GIBLBANK,Successful logon,Network logon from workstation WS-KTM-004 to server — lateral movement.,user_032,GIBLBANK,user_032,GIBLBANK,3,Network,net.exe,35936,,192.168.1.43,SRV-DC-02,,False,,
4672,EVT-HBOAROE2WB,2026-05-02 12:41:20.065,SRV-SQL-02,GIBLBANK,Special privileges assigned,Special privileges assigned to new logon.,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,3,Network,,16553,,,SRV-SQL-02,,False,,
4624,EVT-HZ5V6O98AI,2026-05-02 13:01:43.023,SRV-APP-01,GIBLBANK,Successful logon,Network logon from workstation WS-PKR-007 to server — lateral movement.,user_021,GIBLBANK,user_021,GIBLBANK,3,Network,net.exe,63434,,192.168.1.24,SRV-APP-01,,False,,
4688,EVT-IHE3DHSUDF,2026-05-02 13:30:33.718,WS-PKR-005,GIBLBANK,Process created,A new process has been created: notepad.exe,user_035,GIBLBANK,user_035,GIBLBANK,,,notepad.exe,21456,services.exe,,WS-PKR-005,,False,,
5140,EVT-DRIMR25I7A,2026-05-02 15:08:42.245,SRV-APP-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Shared,atm_tech1,GIBLBANK,atm_tech1,GIBLBANK,3,Network,System,51637,,,SRV-APP-01,,False,,
4688,EVT-CN6CYO51KW,2026-05-02 16:23:40.794,SRV-DC-02,GIBLBANK,Process created,A new process has been created: notepad.exe,dba_user1,GIBLBANK,dba_user1,GIBLBANK,,,notepad.exe,55605,explorer.exe,,SRV-DC-02,,False,,
4672,EVT-N4PTGQ9CVA,2026-05-03 08:23:17.976,SRV-APP-02,GIBLBANK,Special privileges assigned,Special privileges assigned to new logon.,admin_02,GIBLBANK,admin_02,GIBLBANK,3,Network,,14538,,,SRV-APP-02,,False,,
4688,EVT-KZDT0HDI31,2026-05-03 11:10:45.993,SRV-APP-01,GIBLBANK,Process created,A new process has been created: svchost.exe,user_010,GIBLBANK,user_010,GIBLBANK,,,svchost.exe,58335,svchost.exe,,SRV-APP-01,,False,,
4688,EVT-KPIQ701PMP,2026-05-03 12:08:21.336,WS-BTW-002,GIBLBANK,Process created,A new process has been created: outlook.exe,user_025,GIBLBANK,user_025,GIBLBANK,,,outlook.exe,45218,svchost.exe,,WS-BTW-002,,False,,
7045,EVT-DCXFCBYFWX,2026-05-03 12:51:24.174,SRV-SQL-01,GIBLBANK,New service installed,A new service was installed: WindowsUpdateSvc. Possible persistence mechanism.,SRV-DC-02$,GIBLBANK,SRV-DC-02$,GIBLBANK,,,WindowsUpdateSvc.exe,41491,services.exe,,SRV-SQL-01,,True,NEW_SERVICE,T1543.003
4688,EVT-RCHT1TPGNW,2026-05-03 14:31:10.302,SRV-APP-02,GIBLBANK,Process created,A new process has been created: notepad.exe,user_032,GIBLBANK,user_032,GIBLBANK,,,notepad.exe,25871,svchost.exe,,SRV-APP-02,,False,,
4740,EVT-8NBIQUWRXZ,2026-05-03 16:13:18.748,SWIFT-GW-01,GIBLBANK,Account locked out,Account admin_01 was locked after repeated failures.,admin_01,GIBLBANK,admin_01,GIBLBANK,,,,7872,,91.195.240.117,SWIFT-GW-01,Account locked,False,,
4624,EVT-CTHK8QD11P,2026-05-03 16:35:30.264,SRV-SQL-01,GIBLBANK,Successful logon,Network logon from workstation WS-BTW-001 to server — lateral movement.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,3,Network,net.exe,16683,,10.30.1.2,SRV-SQL-01,,False,,
5140,EVT-OCIILDY5EG,2026-05-04 05:24:06.102,SRV-FILE-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Finance,user_023,GIBLBANK,user_023,GIBLBANK,3,Network,System,35685,,,SRV-FILE-01,,False,,
4624,EVT-CB1YNTPLI6,2026-05-04 08:30:02.907,WS-PKR-007,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,10,RemoteInteractive,,64881,,10.10.1.5,WS-PKR-007,,False,,
4624,EVT-FNNMPGG0Q1,2026-05-04 08:30:15.689,SWIFT-GW-03,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,57852,,,SWIFT-GW-03,,False,,
4688,EVT-23F6ZHMNG4,2026-05-04 08:34:33.409,WS-KTM-003,GIBLBANK,Process created,A new process has been created: chrome.exe,admin_01,GIBLBANK,admin_01,GIBLBANK,,,chrome.exe,27762,explorer.exe,,WS-KTM-003,,False,,
4688,EVT-BU7TPKB85E,2026-05-04 10:35:54.795,SRV-APP-02,GIBLBANK,Process created,A new process has been created: chrome.exe,user_016,GIBLBANK,user_016,GIBLBANK,,,chrome.exe,59539,services.exe,,SRV-APP-02,,False,,
4624,EVT-8KGFP94K3A,2026-05-04 12:19:04.463,WS-PKR-006,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,atm_tech1,GIBLBANK,atm_tech1,GIBLBANK,2,Interactive,,41165,,,WS-PKR-006,,False,,
5140,EVT-2NMCE4PEVH,2026-05-04 14:09:07.426,SRV-SQL-02,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-SQL-01\Backup,user_004,GIBLBANK,user_004,GIBLBANK,3,Network,System,55932,,,SRV-SQL-02,,False,,
4625,EVT-ZYT91QE37Q,2026-05-04 15:39:38.036,WS-PKR-004,GIBLBANK,Failed logon,An account failed to log on. Reason: Unknown user,user_020,GIBLBANK,user_020,GIBLBANK,3,Network,,30257,,192.168.1.35,WS-PKR-004,Unknown user,False,,
4625,EVT-OMYI4OFAW4,2026-05-05 03:05:36.975,SRV-SQL-02,GIBLBANK,Failed logon,Brute force attempt from 91.195.240.117.,user_013,GIBLBANK,user_013,GIBLBANK,3,Network,,38100,,91.195.240.117,SRV-SQL-02,Wrong password,True,,
4625,EVT-5ENM12BBCK,2026-05-05 03:05:39.975,SRV-DC-02,GIBLBANK,Failed logon,Brute force attempt from 91.195.240.117.,user_014,GIBLBANK,user_014,GIBLBANK,3,Network,,22752,,91.195.240.117,SRV-DC-02,Wrong password,True,,
4625,EVT-UI85QS6Y9H,2026-05-05 03:05:42.975,SRV-APP-01,GIBLBANK,Failed logon,Brute force attempt from 91.195.240.117.,user_031,GIBLBANK,user_031,GIBLBANK,3,Network,,52707,,91.195.240.117,SRV-APP-01,Wrong password,True,,
4625,EVT-UI85QS6Y9H,2026-05-05 03:05:42.975,SRV-APP-01,GIBLBANK,Failed logon,Brute force attempt from 91.195.240.117.,user_031,GIBLBANK,user_031,GIBLBANK,3,Network,,52707,,91.195.240.117,SRV-APP-01,Wrong password,True,,
4625,EVT-U78US8S05H,2026-05-05 03:05:45.975,SWIFT-GW-02,GIBLBANK,Failed logon,Brute force attempt from 91.195.240.117.,admin_01,GIBLBANK,admin_01,GIBLBANK,3,Network,,50655,,91.195.240.117,SWIFT-GW-02,Wrong password,True,,
4625,EVT-FJA0DF2BWK,2026-05-05 03:05:48.975,SWIFT-GW-02,GIBLBANK,Failed logon,Brute force attempt from 91.195.240.117.,user_005,GIBLBANK,user_005,GIBLBANK,3,Network,,41053,,91.195.240.117,SWIFT-GW-02,Wrong password,True,,
4625,EVT-Z2ZFJ4DZV2,2026-05-05 03:05:51.975,SWIFT-GW-02,GIBLBANK,Failed logon,Brute force attempt from 91.195.240.117.,user_007,GIBLBANK,user_007,GIBLBANK,3,Network,,51804,,91.195.240.117,SWIFT-GW-02,Wrong password,True,,
4625,EVT-B6120OGLYU,2026-05-05 03:05:54.975,SRV-APP-02,GIBLBANK,Failed logon,Brute force attempt from 91.195.240.117.,user_019,GIBLBANK,user_019,GIBLBANK,3,Network,,47621,,91.195.240.117,SRV-APP-02,Wrong password,True,,
4625,EVT-HGYZPHQCQ8,2026-05-05 03:05:57.975,SRV-FILE-01,GIBLBANK,Failed logon,Brute force attempt from 91.195.240.117.,user_013,GIBLBANK,user_013,GIBLBANK,3,Network,,37457,,91.195.240.117,SRV-FILE-01,Wrong password,True,,
4624,EVT-TEEI4P8D1Y,2026-05-05 03:06:06.975,SRV-APP-02,GIBLBANK,Successful logon,Successful logon after brute force sequence.,user_013,GIBLBANK,user_013,GIBLBANK,3,Network,,58996,,91.195.240.117,SRV-APP-02,,False,,
4624,EVT-LJM3KA9G90,2026-05-05 07:55:39.725,SRV-PROXY-01,GIBLBANK,Successful logon,"Suspicious network logon — pass-the-hash indicator (Type 3, no password prompt).",admin_02,GIBLBANK,admin_02,GIBLBANK,3,Network,,19191,,192.168.1.41,SRV-PROXY-01,,True,PASS_THE_HASH,T1550.002
4624,EVT-FHOLQC3O18,2026-05-05 09:08:20.057,WS-KTM-010,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_015,GIBLBANK,user_015,GIBLBANK,3,Network,,1680,,10.10.1.5,WS-KTM-010,,False,,
4624,EVT-2ZQU7EEQTU,2026-05-05 09:49:43.323,WS-PKR-009,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_015,GIBLBANK,user_015,GIBLBANK,2,Interactive,,21194,,,WS-PKR-009,,False,,
4688,EVT-MPGGD0TWKD,2026-05-05 10:55:11.526,WS-KTM-010,GIBLBANK,Process created,A new process has been created: notepad.exe,user_017,GIBLBANK,user_017,GIBLBANK,,,notepad.exe,41156,svchost.exe,,WS-KTM-010,,False,,
4624,EVT-SW58611GQI,2026-05-05 11:13:05.783,SRV-FILE-01,GIBLBANK,Successful logon,Network logon from workstation WS-BTW-003 to server — lateral movement.,dba_user1,GIBLBANK,dba_user1,GIBLBANK,3,Network,net.exe,36585,,192.168.1.15,SRV-FILE-01,,False,,
4720,EVT-BEZ23D4B1V,2026-05-05 12:11:47.725,SRV-PROXY-01,GIBLBANK,User account created,A new user account was created: user_940,admin_02,GIBLBANK,user_940,GIBLBANK,,,,55917,,,SRV-PROXY-01,,False,,
4720,EVT-BEZ23D4B1V,2026-05-05 12:11:47.725,SRV-PROXY-01,GIBLBANK,User account created,A new user account was created: user_940,admin_02,GIBLBANK,user_940,GIBLBANK,,,,55917,,,SRV-PROXY-01,,False,,
4625,EVT-FUJCHBE5KR,2026-05-05 13:21:12.181,SRV-PROXY-01,GIBLBANK,Failed logon,An account failed to log on. Reason: Wrong password,admin_02,GIBLBANK,admin_02,GIBLBANK,3,Network,,55504,,10.10.1.17,SRV-PROXY-01,Wrong password,False,,
4624,EVT-3XNVYP4IXN,2026-05-05 15:53:54.775,WS-BTW-005,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_006,GIBLBANK,user_006,GIBLBANK,2,Interactive,,55611,,,WS-BTW-005,,False,,
4624,EVT-FC8IO3TD3A,2026-05-05 16:51:59.482,WS-KTM-007,GIBLBANK,Successful logon,Service account logon.,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,5,Service,,2438,,,WS-KTM-007,,False,,
5140,EVT-GZCV9NXBV3,2026-05-05 17:05:47.270,SRV-FILE-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-SQL-01\Backup,user_039,GIBLBANK,user_039,GIBLBANK,3,Network,System,47761,,,SRV-FILE-01,,False,,
4624,EVT-KW5E11DXKU,2026-05-06 09:39:51.449,WS-KTM-019,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,swift_op2,GIBLBANK,swift_op2,GIBLBANK,3,Network,,52820,,192.168.1.25,WS-KTM-019,,False,,
5140,EVT-O9CY9PE0HD,2026-05-06 11:26:34.686,SRV-DC-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Finance,user_014,GIBLBANK,user_014,GIBLBANK,3,Network,System,17207,,,SRV-DC-01,,False,,
5140,EVT-BFSZZX0GSK,2026-05-06 14:58:12.040,SRV-DC-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-SQL-01\Backup,swift_op2,GIBLBANK,swift_op2,GIBLBANK,3,Network,System,26860,,,SRV-DC-01,,False,,
5140,EVT-WEB9Q8TGEP,2026-05-06 15:12:36.592,SRV-SQL-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-SQL-01\Backup,user_002,GIBLBANK,user_002,GIBLBANK,3,Network,System,63961,,,SRV-SQL-01,,False,,
4698,EVT-JUW5UDTEOF,2026-05-06 15:21:52.507,WS-BTW-004,GIBLBANK,Scheduled task created,A scheduled task was created.,SRV-DC-02$,GIBLBANK,SRV-DC-02$,GIBLBANK,,,taskschd.msc,18453,,,WS-BTW-004,,False,,
4624,EVT-3GPATP7C9P,2026-05-06 16:21:58.789,ATM-PKR-003,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_038,GIBLBANK,user_038,GIBLBANK,2,Interactive,,13851,,,ATM-PKR-003,,False,,
4624,EVT-MMG129AYKP,2026-05-06 17:26:25.264,WS-KTM-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_025,GIBLBANK,user_025,GIBLBANK,3,Network,,52952,,192.168.1.43,WS-KTM-001,,False,,
4624,EVT-6Y5O44IUSE,2026-05-07 05:38:19.057,WS-KTM-005,GIBLBANK,Successful logon,Service account logon.,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,5,Service,,43930,,,WS-KTM-005,,False,,
4624,EVT-4L1G22OH8F,2026-05-07 08:20:03.416,WS-PKR-005,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_029,GIBLBANK,user_029,GIBLBANK,2,Interactive,,46744,,,WS-PKR-005,,False,,
4624,EVT-SSXOVBUN0L,2026-05-07 08:27:17.748,SRV-SQL-01,GIBLBANK,Successful logon,"Suspicious network logon — pass-the-hash indicator (Type 3, no password prompt).",admin_01,GIBLBANK,admin_01,GIBLBANK,3,Network,,47749,,192.168.1.20,SRV-SQL-01,,True,PASS_THE_HASH,T1550.002
4698,EVT-E7E51M4WU3,2026-05-07 08:44:38.877,SRV-APP-02,GIBLBANK,Scheduled task created,A scheduled task was created.,admin_02,GIBLBANK,admin_02,GIBLBANK,,,taskschd.msc,12640,,,SRV-APP-02,,False,,
4624,EVT-L55UQOLF8M,2026-05-07 09:16:02.793,SRV-DC-02,GIBLBANK,Successful logon,Network logon from workstation WS-KTM-011 to server — lateral movement.,user_023,GIBLBANK,user_023,GIBLBANK,3,Network,net.exe,17550,,192.168.1.26,SRV-DC-02,,False,,
4624,EVT-BK4Y7ZXDFL,2026-05-07 10:03:14.493,WS-KTM-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_031,GIBLBANK,user_031,GIBLBANK,2,Interactive,,6951,,,WS-KTM-001,,False,,
4698,EVT-R1WWHKXDCO,2026-05-07 10:41:15.421,ATM-KTM-003,GIBLBANK,Scheduled task created,A scheduled task was created.,SRV-DC-01$,GIBLBANK,SRV-DC-01$,GIBLBANK,,,taskschd.msc,38990,,,ATM-KTM-003,,False,,
5140,EVT-8N6KYLOQM1,2026-05-07 10:53:14.137,SRV-FILE-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Finance,user_021,GIBLBANK,user_021,GIBLBANK,3,Network,System,62304,,,SRV-FILE-01,,False,,
4624,EVT-ZX79V37PRD,2026-05-07 10:57:20.861,WS-PKR-008,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,dba_user1,GIBLBANK,dba_user1,GIBLBANK,2,Interactive,,7619,,,WS-PKR-008,,False,,
4624,EVT-PSZ6W8WBZO,2026-05-07 12:52:52.180,SRV-DC-02,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_001,GIBLBANK,user_001,GIBLBANK,3,Network,,58620,,10.10.1.5,SRV-DC-02,,False,,
